,pKa
2khh/2khh_cplx.pdb, 6.56
2zq2/2zq2_cplx.pdb, 6.56
4db7/4db7_cplx.pdb, 6.56
4lbu/4lbu_cplx.pdb, 6.56
4lnb/4lnb_cplx.pdb, 6.56
5h5o/5h5o_cplx.pdb, 6.56
5u2e/5u2e_cplx.pdb, 6.56
5yyb/5yyb_cplx.pdb, 6.56
6df1/6df1_cplx.pdb, 6.56
6f3b/6f3b_cplx.pdb, 6.56
1ft4/1ft4_cplx.pdb, 6.57
1gzv/1gzv_cplx.pdb, 6.57
1sld/1sld_cplx.pdb, 6.57
1ujk/1ujk_cplx.pdb, 6.57
1wva/1wva_cplx.pdb, 6.57
1y2c/1y2c_cplx.pdb, 6.57
1zub/1zub_cplx.pdb, 6.57
2c6l/2c6l_cplx.pdb, 6.57
2cv3/2cv3_cplx.pdb, 6.57
2fqy/2fqy_cplx.pdb, 6.57
2hzl/2hzl_cplx.pdb, 6.57
2lbm/2lbm_cplx.pdb, 6.57
2m3z/2m3z_cplx.pdb, 6.57
2pwc/2pwc_cplx.pdb, 6.57
2r9b/2r9b_cplx.pdb, 6.57
3cgf/3cgf_cplx.pdb, 6.57
3cm7/3cm7_cplx.pdb, 6.57
3il6/3il6_cplx.pdb, 6.57
3lc5/3lc5_cplx.pdb, 6.57
3ove/3ove_cplx.pdb, 6.57
3qox/3qox_cplx.pdb, 6.57
3rbm/3rbm_cplx.pdb, 6.57
3sax/3sax_cplx.pdb, 6.57
3tfn/3tfn_cplx.pdb, 6.57
3wci/3wci_cplx.pdb, 6.57
4byj/4byj_cplx.pdb, 6.57
4fs4/4fs4_cplx.pdb, 6.57
4ge5/4ge5_cplx.pdb, 6.57
4jgv/4jgv_cplx.pdb, 6.57
4l0i/4l0i_cplx.pdb, 6.57
4la7/4la7_cplx.pdb, 6.57
4mzo/4mzo_cplx.pdb, 6.57
4nnn/4nnn_cplx.pdb, 6.57
4py2/4py2_cplx.pdb, 6.57
4x68/4x68_cplx.pdb, 6.57
4zum/4zum_cplx.pdb, 6.57
5aln/5aln_cplx.pdb, 6.57
5c7n/5c7n_cplx.pdb, 6.57
5er2/5er2_cplx.pdb, 6.57
5evz/5evz_cplx.pdb, 6.57
5g1a/5g1a_cplx.pdb, 6.57
5jnl/5jnl_cplx.pdb, 6.57
5lpr/5lpr_cplx.pdb, 6.57
5nwk/5nwk_cplx.pdb, 6.57
5vcy/5vcy_cplx.pdb, 6.57
6biz/6biz_cplx.pdb, 6.57
6bky/6bky_cplx.pdb, 6.57
6ecz/6ecz_cplx.pdb, 6.57
1k1i/1k1i_cplx.pdb, 6.58
2p7z/2p7z_cplx.pdb, 6.58
3pb9/3pb9_cplx.pdb, 6.58
3sd5/3sd5_cplx.pdb, 6.58
4cd4/4cd4_cplx.pdb, 6.58
5em5/5em5_cplx.pdb, 6.58
5itd/5itd_cplx.pdb, 6.58
1b58/1b58_cplx.pdb, 6.59
1c2t/1c2t_cplx.pdb, 6.59
1c3e/1c3e_cplx.pdb, 6.59
1fiv/1fiv_cplx.pdb, 6.59
1hk3/1hk3_cplx.pdb, 6.59
1izi/1izi_cplx.pdb, 6.59
1mq1/1mq1_cplx.pdb, 6.59
1n7i/1n7i_cplx.pdb, 6.59
1qr3/1qr3_cplx.pdb, 6.59
2byh/2byh_cplx.pdb, 6.59
2e91/2e91_cplx.pdb, 6.59
2pvh/2pvh_cplx.pdb, 6.59
2pwr/2pwr_cplx.pdb, 6.59
2v7d/2v7d_cplx.pdb, 6.59
2xzq/2xzq_cplx.pdb, 6.59
3gs6/3gs6_cplx.pdb, 6.59
3kah/3kah_cplx.pdb, 6.59
3kdt/3kdt_cplx.pdb, 6.59
3opr/3opr_cplx.pdb, 6.59
3t8v/3t8v_cplx.pdb, 6.59
3tl0/3tl0_cplx.pdb, 6.59
3uvn/3uvn_cplx.pdb, 6.59
3wcl/3wcl_cplx.pdb, 6.59
4bnz/4bnz_cplx.pdb, 6.59
4dea/4dea_cplx.pdb, 6.59
4j51/4j51_cplx.pdb, 6.59
4li0/4li0_cplx.pdb, 6.59
4q3s/4q3s_cplx.pdb, 6.59
4qmq/4qmq_cplx.pdb, 6.59
4qnb/4qnb_cplx.pdb, 6.59
4rn0/4rn0_cplx.pdb, 6.59
4xas/4xas_cplx.pdb, 6.59
5akh/5akh_cplx.pdb, 6.59
5ddd/5ddd_cplx.pdb, 6.59
5e0a/5e0a_cplx.pdb, 6.59
5ew0/5ew0_cplx.pdb, 6.59
5gjf/5gjf_cplx.pdb, 6.59
5jsm/5jsm_cplx.pdb, 6.59
5kbr/5kbr_cplx.pdb, 6.59
5l4i/5l4i_cplx.pdb, 6.59
5v3x/5v3x_cplx.pdb, 6.59
5vja/5vja_cplx.pdb, 6.59
6dq8/6dq8_cplx.pdb, 6.59
6dud/6dud_cplx.pdb, 6.59
6ea1/6ea1_cplx.pdb, 6.59
1ad8/1ad8_cplx.pdb, 6.60
1b38/1b38_cplx.pdb, 6.60
1d8e/1d8e_cplx.pdb, 6.60
1g7g/1g7g_cplx.pdb, 6.60
1gwr/1gwr_cplx.pdb, 6.60
1jzs/1jzs_cplx.pdb, 6.60
1kwr/1kwr_cplx.pdb, 6.60
1vot/1vot_cplx.pdb, 6.60
1zpc/1zpc_cplx.pdb, 6.60
2a4z/2a4z_cplx.pdb, 6.60
2c5x/2c5x_cplx.pdb, 6.60
2c5y/2c5y_cplx.pdb, 6.60
2euk/2euk_cplx.pdb, 6.60
2f7p/2f7p_cplx.pdb, 6.60
2gg2/2gg2_cplx.pdb, 6.60
2gg5/2gg5_cplx.pdb, 6.60
2gtk/2gtk_cplx.pdb, 6.60
2j4g/2j4g_cplx.pdb, 6.60
2jdp/2jdp_cplx.pdb, 6.60
2wly/2wly_cplx.pdb, 6.60
2xhx/2xhx_cplx.pdb, 6.60
2y77/2y77_cplx.pdb, 6.60
3cwk/3cwk_cplx.pdb, 6.60
3dgl/3dgl_cplx.pdb, 6.60
3dln/3dln_cplx.pdb, 6.60
3ejs/3ejs_cplx.pdb, 6.60
3eju/3eju_cplx.pdb, 6.60
3eyl/3eyl_cplx.pdb, 6.60
3ip6/3ip6_cplx.pdb, 6.60
3jzp/3jzp_cplx.pdb, 6.60
3lxe/3lxe_cplx.pdb, 6.60
3mpt/3mpt_cplx.pdb, 6.60
3tu1/3tu1_cplx.pdb, 6.60
3v3q/3v3q_cplx.pdb, 6.60
4bib/4bib_cplx.pdb, 6.60
4bie/4bie_cplx.pdb, 6.60
4ci1/4ci1_cplx.pdb, 6.60
4dkq/4dkq_cplx.pdb, 6.60
4efu/4efu_cplx.pdb, 6.60
4f08/4f08_cplx.pdb, 6.60
4h75/4h75_cplx.pdb, 6.60
4mr5/4mr5_cplx.pdb, 6.60
4mr6/4mr6_cplx.pdb, 6.60
4muk/4muk_cplx.pdb, 6.60
4oc1/4oc1_cplx.pdb, 6.60
4pnk/4pnk_cplx.pdb, 6.60
4qk4/4qk4_cplx.pdb, 6.60
4qr4/4qr4_cplx.pdb, 6.60
4wpf/4wpf_cplx.pdb, 6.60
4x8o/4x8o_cplx.pdb, 6.60
4xii/4xii_cplx.pdb, 6.60
4ybi/4ybi_cplx.pdb, 6.60
4zzd/4zzd_cplx.pdb, 6.60
5alk/5alk_cplx.pdb, 6.60
5f00/5f00_cplx.pdb, 6.60
5i88/5i88_cplx.pdb, 6.60
5igq/5igq_cplx.pdb, 6.60
5j19/5j19_cplx.pdb, 6.60
5k48/5k48_cplx.pdb, 6.60
5l7e/5l7e_cplx.pdb, 6.60
5lma/5lma_cplx.pdb, 6.60
5lqf/5lqf_cplx.pdb, 6.60
5mb1/5mb1_cplx.pdb, 6.60
5nw1/5nw1_cplx.pdb, 6.60
5wtt/5wtt_cplx.pdb, 6.60
5z7j/5z7j_cplx.pdb, 6.60
6bh5/6bh5_cplx.pdb, 6.60
6c2y/6c2y_cplx.pdb, 6.60
6ccq/6ccq_cplx.pdb, 6.60
6d5g/6d5g_cplx.pdb, 6.60
6eis/6eis_cplx.pdb, 6.60
6g4m/6g4m_cplx.pdb, 6.60
6hdo/6hdo_cplx.pdb, 6.60
3f7u/3f7u_cplx.pdb, 6.61
3kig/3kig_cplx.pdb, 6.61
3mo2/3mo2_cplx.pdb, 6.61
3qpo/3qpo_cplx.pdb, 6.61
3rjm/3rjm_cplx.pdb, 6.61
4nnw/4nnw_cplx.pdb, 6.61
4qw3/4qw3_cplx.pdb, 6.61
5ai9/5ai9_cplx.pdb, 6.61
6cmr/6cmr_cplx.pdb, 6.61
6gfy/6gfy_cplx.pdb, 6.61
1afk/1afk_cplx.pdb, 6.62
1ii5/1ii5_cplx.pdb, 6.62
1jd5/1jd5_cplx.pdb, 6.62
1kkq/1kkq_cplx.pdb, 6.62
1s3k/1s3k_cplx.pdb, 6.62
1soj/1soj_cplx.pdb, 6.62
1tkz/1tkz_cplx.pdb, 6.62
1xnz/1xnz_cplx.pdb, 6.62
2cnf/2cnf_cplx.pdb, 6.62
2ews/2ews_cplx.pdb, 6.62
2j7b/2j7b_cplx.pdb, 6.62
2jgs/2jgs_cplx.pdb, 6.62
2vwc/2vwc_cplx.pdb, 6.62
2vww/2vww_cplx.pdb, 6.62
2w0j/2w0j_cplx.pdb, 6.62
2zb0/2zb0_cplx.pdb, 6.62
2zq1/2zq1_cplx.pdb, 6.62
3aav/3aav_cplx.pdb, 6.62
3iu9/3iu9_cplx.pdb, 6.62
3ka2/3ka2_cplx.pdb, 6.62
3ljo/3ljo_cplx.pdb, 6.62
3m93/3m93_cplx.pdb, 6.62
3opm/3opm_cplx.pdb, 6.62
3ozp/3ozp_cplx.pdb, 6.62
3umx/3umx_cplx.pdb, 6.62
4btk/4btk_cplx.pdb, 6.62
4er1/4er1_cplx.pdb, 6.62
4gfo/4gfo_cplx.pdb, 6.62
4ixv/4ixv_cplx.pdb, 6.62
4mpn/4mpn_cplx.pdb, 6.62
4rd0/4rd0_cplx.pdb, 6.62
4txc/4txc_cplx.pdb, 6.62
4unq/4unq_cplx.pdb, 6.62
4x8n/4x8n_cplx.pdb, 6.62
4y94/4y94_cplx.pdb, 6.62
4znx/4znx_cplx.pdb, 6.62
5ejl/5ejl_cplx.pdb, 6.62
5l6h/5l6h_cplx.pdb, 6.62
5m55/5m55_cplx.pdb, 6.62
5mw3/5mw3_cplx.pdb, 6.62
5o9h/5o9h_cplx.pdb, 6.62
5op2/5op2_cplx.pdb, 6.62
5q0j/5q0j_cplx.pdb, 6.62
5syn/5syn_cplx.pdb, 6.62
5t1l/5t1l_cplx.pdb, 6.62
5t37/5t37_cplx.pdb, 6.62
5ugd/5ugd_cplx.pdb, 6.62
5unj/5unj_cplx.pdb, 6.62
5v42/5v42_cplx.pdb, 6.62
5w10/5w10_cplx.pdb, 6.62
5wjj/5wjj_cplx.pdb, 6.62
5yjp/5yjp_cplx.pdb, 6.62
6eqv/6eqv_cplx.pdb, 6.62
6g38/6g38_cplx.pdb, 6.62
8lpr/8lpr_cplx.pdb, 6.62
2exc/2exc_cplx.pdb, 6.63
2qlq/2qlq_cplx.pdb, 6.63
2x7t/2x7t_cplx.pdb, 6.63
2yfe/2yfe_cplx.pdb, 6.63
3arb/3arb_cplx.pdb, 6.63
3f8f/3f8f_cplx.pdb, 6.63
3os3/3os3_cplx.pdb, 6.63
3wf8/3wf8_cplx.pdb, 6.63
4eyr/4eyr_cplx.pdb, 6.63
4jg1/4jg1_cplx.pdb, 6.63
4k77/4k77_cplx.pdb, 6.63
4l0v/4l0v_cplx.pdb, 6.63
4lyw/4lyw_cplx.pdb, 6.63
4nw7/4nw7_cplx.pdb, 6.63
4pv7/4pv7_cplx.pdb, 6.63
4rsc/4rsc_cplx.pdb, 6.63
4xip/4xip_cplx.pdb, 6.63
4xrq/4xrq_cplx.pdb, 6.63
5jt9/5jt9_cplx.pdb, 6.63
5u2c/5u2c_cplx.pdb, 6.63
6b97/6b97_cplx.pdb, 6.63
6djc/6djc_cplx.pdb, 6.63
6elp/6elp_cplx.pdb, 6.63
1lcp/1lcp_cplx.pdb, 6.64
1sln/1sln_cplx.pdb, 6.64
1tmm/1tmm_cplx.pdb, 6.64
2b1g/2b1g_cplx.pdb, 6.64
2d3z/2d3z_cplx.pdb, 6.64
2gej/2gej_cplx.pdb, 6.64
2h96/2h96_cplx.pdb, 6.64
2jdo/2jdo_cplx.pdb, 6.64
2kpl/2kpl_cplx.pdb, 6.64
2oi3/2oi3_cplx.pdb, 6.64
2srt/2srt_cplx.pdb, 6.64
2wap/2wap_cplx.pdb, 6.64
2wbd/2wbd_cplx.pdb, 6.64
2wi6/2wi6_cplx.pdb, 6.64
2za0/2za0_cplx.pdb, 6.64
3b26/3b26_cplx.pdb, 6.64
3cf1/3cf1_cplx.pdb, 6.64
3eoc/3eoc_cplx.pdb, 6.64
3fee/3fee_cplx.pdb, 6.64
3g76/3g76_cplx.pdb, 6.64
3zy5/3zy5_cplx.pdb, 6.64
4cc6/4cc6_cplx.pdb, 6.64
4e8z/4e8z_cplx.pdb, 6.64
4io8/4io8_cplx.pdb, 6.64
4jit/4jit_cplx.pdb, 6.64
4rxe/4rxe_cplx.pdb, 6.64
5abp/5abp_cplx.pdb, 6.64
5i2e/5i2e_cplx.pdb, 6.64
5jap/5jap_cplx.pdb, 6.64
5jat/5jat_cplx.pdb, 6.64
5ko1/5ko1_cplx.pdb, 6.64
5l3j/5l3j_cplx.pdb, 6.64
5lcj/5lcj_cplx.pdb, 6.64
5nk8/5nk8_cplx.pdb, 6.64
5nu3/5nu3_cplx.pdb, 6.64
5ul1/5ul1_cplx.pdb, 6.64
5y8w/5y8w_cplx.pdb, 6.64
6czv/6czv_cplx.pdb, 6.64
6dxx/6dxx_cplx.pdb, 6.64
2j75/2j75_cplx.pdb, 6.65
2pre/2pre_cplx.pdb, 6.65
3eio/3eio_cplx.pdb, 6.65
3mzc/3mzc_cplx.pdb, 6.65
3zpr/3zpr_cplx.pdb, 6.65
4hww/4hww_cplx.pdb, 6.65
4yha/4yha_cplx.pdb, 6.65
6cwn/6cwn_cplx.pdb, 6.65
6guf/6guf_cplx.pdb, 6.65
1a4r/1a4r_cplx.pdb, 6.66
1cps/1cps_cplx.pdb, 6.66
1elc/1elc_cplx.pdb, 6.66
1h3h/1h3h_cplx.pdb, 6.66
1o3p/1o3p_cplx.pdb, 6.66
1pxp/1pxp_cplx.pdb, 6.66
1wur/1wur_cplx.pdb, 6.66
2c5n/2c5n_cplx.pdb, 6.66
2c8x/2c8x_cplx.pdb, 6.66
2j7w/2j7w_cplx.pdb, 6.66
2v5x/2v5x_cplx.pdb, 6.66
2vx1/2vx1_cplx.pdb, 6.66
2xj7/2xj7_cplx.pdb, 6.66
2y5k/2y5k_cplx.pdb, 6.66
2yz3/2yz3_cplx.pdb, 6.66
2zm1/2zm1_cplx.pdb, 6.66
3iej/3iej_cplx.pdb, 6.66
3lnj/3lnj_cplx.pdb, 6.66
3lp2/3lp2_cplx.pdb, 6.66
3ow6/3ow6_cplx.pdb, 6.66
3pwd/3pwd_cplx.pdb, 6.66
3shv/3shv_cplx.pdb, 6.66
3uat/3uat_cplx.pdb, 6.66
3zj6/3zj6_cplx.pdb, 6.66
4bjb/4bjb_cplx.pdb, 6.66
4e96/4e96_cplx.pdb, 6.66
4izm/4izm_cplx.pdb, 6.66
4j08/4j08_cplx.pdb, 6.66
4jr3/4jr3_cplx.pdb, 6.66
4jv6/4jv6_cplx.pdb, 6.66
4ps1/4ps1_cplx.pdb, 6.66
4v27/4v27_cplx.pdb, 6.66
4y24/4y24_cplx.pdb, 6.66
4yqu/4yqu_cplx.pdb, 6.66
4z2g/4z2g_cplx.pdb, 6.66
4z7h/4z7h_cplx.pdb, 6.66
4zjw/4zjw_cplx.pdb, 6.66
5cls/5cls_cplx.pdb, 6.66
5cy9/5cy9_cplx.pdb, 6.66
5g6u/5g6u_cplx.pdb, 6.66
5m6f/5m6f_cplx.pdb, 6.66
5mja/5mja_cplx.pdb, 6.66
5mz3/5mz3_cplx.pdb, 6.66
5n9t/5n9t_cplx.pdb, 6.66
5nxi/5nxi_cplx.pdb, 6.66
5wyx/5wyx_cplx.pdb, 6.66
5wzt/5wzt_cplx.pdb, 6.66
6aps/6aps_cplx.pdb, 6.66
6bfw/6bfw_cplx.pdb, 6.66
6bh0/6bh0_cplx.pdb, 6.66
6biy/6biy_cplx.pdb, 6.66
6c5q/6c5q_cplx.pdb, 6.66
6dar/6dar_cplx.pdb, 6.66
6fa2/6fa2_cplx.pdb, 6.66
6g6y/6g6y_cplx.pdb, 6.66
6g6z/6g6z_cplx.pdb, 6.66
6giu/6giu_cplx.pdb, 6.66
6htt/6htt_cplx.pdb, 6.66
2etm/2etm_cplx.pdb, 6.67
3ew2/3ew2_cplx.pdb, 6.67
3g19/3g19_cplx.pdb, 6.67
4yl1/4yl1_cplx.pdb, 6.67
5aad/5aad_cplx.pdb, 6.67
5cav/5cav_cplx.pdb, 6.67
5fho/5fho_cplx.pdb, 6.67
5o11/5o11_cplx.pdb, 6.67
5op5/5op5_cplx.pdb, 6.67
6b1k/6b1k_cplx.pdb, 6.67
6bbx/6bbx_cplx.pdb, 6.67
6ee6/6ee6_cplx.pdb, 6.67
1bdr/1bdr_cplx.pdb, 6.68
1c5x/1c5x_cplx.pdb, 6.68
1mai/1mai_cplx.pdb, 6.68
1oiu/1oiu_cplx.pdb, 6.68
1zeo/1zeo_cplx.pdb, 6.68
2cm7/2cm7_cplx.pdb, 6.68
2fqw/2fqw_cplx.pdb, 6.68
2iwx/2iwx_cplx.pdb, 6.68
2of2/2of2_cplx.pdb, 6.68
2ony/2ony_cplx.pdb, 6.68
2qbs/2qbs_cplx.pdb, 6.68
2qp6/2qp6_cplx.pdb, 6.68
2rcu/2rcu_cplx.pdb, 6.68
2wf0/2wf0_cplx.pdb, 6.68
2wtd/2wtd_cplx.pdb, 6.68
3dab/3dab_cplx.pdb, 6.68
3ddq/3ddq_cplx.pdb, 6.68
3fhr/3fhr_cplx.pdb, 6.68
3ie3/3ie3_cplx.pdb, 6.68
3lpf/3lpf_cplx.pdb, 6.68
3o75/3o75_cplx.pdb, 6.68
3qa2/3qa2_cplx.pdb, 6.68
3su1/3su1_cplx.pdb, 6.68
3ttj/3ttj_cplx.pdb, 6.68
3ws8/3ws8_cplx.pdb, 6.68
3zhx/3zhx_cplx.pdb, 6.68
4acm/4acm_cplx.pdb, 6.68
4ca8/4ca8_cplx.pdb, 6.68
4ew2/4ew2_cplx.pdb, 6.68
4h39/4h39_cplx.pdb, 6.68
4h4e/4h4e_cplx.pdb, 6.68
4l2g/4l2g_cplx.pdb, 6.68
4q6r/4q6r_cplx.pdb, 6.68
4qmz/4qmz_cplx.pdb, 6.68
4rrs/4rrs_cplx.pdb, 6.68
4ttv/4ttv_cplx.pdb, 6.68
4wpn/4wpn_cplx.pdb, 6.68
5h0e/5h0e_cplx.pdb, 6.68
5h6v/5h6v_cplx.pdb, 6.68
5l2w/5l2w_cplx.pdb, 6.68
5n8v/5n8v_cplx.pdb, 6.68
5o4f/5o4f_cplx.pdb, 6.68
5t90/5t90_cplx.pdb, 6.68
5wzv/5wzv_cplx.pdb, 6.68
5y0f/5y0f_cplx.pdb, 6.68
5y5t/5y5t_cplx.pdb, 6.68
6ayi/6ayi_cplx.pdb, 6.68
6bgw/6bgw_cplx.pdb, 6.68
2jew/2jew_cplx.pdb, 6.69
2xn5/2xn5_cplx.pdb, 6.69
3wf7/3wf7_cplx.pdb, 6.69
4b4m/4b4m_cplx.pdb, 6.69
4d8i/4d8i_cplx.pdb, 6.69
4mm6/4mm6_cplx.pdb, 6.69
5a6x/5a6x_cplx.pdb, 6.69
5alf/5alf_cplx.pdb, 6.69
5ejv/5ejv_cplx.pdb, 6.69
5fs5/5fs5_cplx.pdb, 6.69
5ho6/5ho6_cplx.pdb, 6.69
5m0s/5m0s_cplx.pdb, 6.69
5yhe/5yhe_cplx.pdb, 6.69
6ee4/6ee4_cplx.pdb, 6.69
1a09/1a09_cplx.pdb, 6.70
1a50/1a50_cplx.pdb, 6.70
1b0h/1b0h_cplx.pdb, 6.70
1b3g/1b3g_cplx.pdb, 6.70
1dfo/1dfo_cplx.pdb, 6.70
1eld/1eld_cplx.pdb, 6.70
1f3e/1f3e_cplx.pdb, 6.70
1fo3/1fo3_cplx.pdb, 6.70
1gca/1gca_cplx.pdb, 6.70
1hp0/1hp0_cplx.pdb, 6.70
1i7i/1i7i_cplx.pdb, 6.70
1jq3/1jq3_cplx.pdb, 6.70
1ke3/1ke3_cplx.pdb, 6.70
1kf6/1kf6_cplx.pdb, 6.70
1koj/1koj_cplx.pdb, 6.70
1lfo/1lfo_cplx.pdb, 6.70
1mwn/1mwn_cplx.pdb, 6.70
1nki/1nki_cplx.pdb, 6.70
1nms/1nms_cplx.pdb, 6.70
1p10/1p10_cplx.pdb, 6.70
1rdt/1rdt_cplx.pdb, 6.70
1rek/1rek_cplx.pdb, 6.70
1unl/1unl_cplx.pdb, 6.70
1xdd/1xdd_cplx.pdb, 6.70
1xr8/1xr8_cplx.pdb, 6.70
1z6q/1z6q_cplx.pdb, 6.70
2a5s/2a5s_cplx.pdb, 6.70
2emt/2emt_cplx.pdb, 6.70
2eum/2eum_cplx.pdb, 6.70
2evl/2evl_cplx.pdb, 6.70
2fwy/2fwy_cplx.pdb, 6.70
2is0/2is0_cplx.pdb, 6.70
2j2i/2j2i_cplx.pdb, 6.70
2kup/2kup_cplx.pdb, 6.70
2lcs/2lcs_cplx.pdb, 6.70
2lkk/2lkk_cplx.pdb, 6.70
2ow0/2ow0_cplx.pdb, 6.70
2oxx/2oxx_cplx.pdb, 6.70
2py4/2py4_cplx.pdb, 6.70
2va7/2va7_cplx.pdb, 6.70
2x7d/2x7d_cplx.pdb, 6.70
2xx5/2xx5_cplx.pdb, 6.70
3c7n/3c7n_cplx.pdb, 6.70
3eko/3eko_cplx.pdb, 6.70
3hzk/3hzk_cplx.pdb, 6.70
3ipb/3ipb_cplx.pdb, 6.70
3k3b/3k3b_cplx.pdb, 6.70
3mb7/3mb7_cplx.pdb, 6.70
3mhi/3mhi_cplx.pdb, 6.70
3oyl/3oyl_cplx.pdb, 6.70
3pck/3pck_cplx.pdb, 6.70
3pgu/3pgu_cplx.pdb, 6.70
3rk7/3rk7_cplx.pdb, 6.70
3sff/3sff_cplx.pdb, 6.70
3t60/3t60_cplx.pdb, 6.70
3t64/3t64_cplx.pdb, 6.70
3upf/3upf_cplx.pdb, 6.70
3zs0/3zs0_cplx.pdb, 6.70
4apr/4apr_cplx.pdb, 6.70
4azy/4azy_cplx.pdb, 6.70
4bo0/4bo0_cplx.pdb, 6.70
4ewn/4ewn_cplx.pdb, 6.70
4f09/4f09_cplx.pdb, 6.70
4fns/4fns_cplx.pdb, 6.70
4hy0/4hy0_cplx.pdb, 6.70
4io2/4io2_cplx.pdb, 6.70
4jjs/4jjs_cplx.pdb, 6.70
4jyc/4jyc_cplx.pdb, 6.70
4jz1/4jz1_cplx.pdb, 6.70
4k4f/4k4f_cplx.pdb, 6.70
4lh5/4lh5_cplx.pdb, 6.70
4lkj/4lkj_cplx.pdb, 6.70
4m13/4m13_cplx.pdb, 6.70
4m14/4m14_cplx.pdb, 6.70
4m7b/4m7b_cplx.pdb, 6.70
4mex/4mex_cplx.pdb, 6.70
4mue/4mue_cplx.pdb, 6.70
4mw2/4mw2_cplx.pdb, 6.70
4o1l/4o1l_cplx.pdb, 6.70
4o2p/4o2p_cplx.pdb, 6.70
4os2/4os2_cplx.pdb, 6.70
4pyv/4pyv_cplx.pdb, 6.70
4qhc/4qhc_cplx.pdb, 6.70
4qta/4qta_cplx.pdb, 6.70
4qtb/4qtb_cplx.pdb, 6.70
4tzm/4tzm_cplx.pdb, 6.70
4u5t/4u5t_cplx.pdb, 6.70
4uit/4uit_cplx.pdb, 6.70
4uns/4uns_cplx.pdb, 6.70
5ar4/5ar4_cplx.pdb, 6.70
5d75/5d75_cplx.pdb, 6.70
5dhj/5dhj_cplx.pdb, 6.70
5f2s/5f2s_cplx.pdb, 6.70
5g17/5g17_cplx.pdb, 6.70
5g5v/5g5v_cplx.pdb, 6.70
5i5x/5i5x_cplx.pdb, 6.70
5kcx/5kcx_cplx.pdb, 6.70
5l6j/5l6j_cplx.pdb, 6.70
5lc0/5lc0_cplx.pdb, 6.70
5mmn/5mmn_cplx.pdb, 6.70
5nvv/5nvv_cplx.pdb, 6.70
5tgc/5tgc_cplx.pdb, 6.70
5v1d/5v1d_cplx.pdb, 6.70
5v84/5v84_cplx.pdb, 6.70
5wys/5wys_cplx.pdb, 6.70
5y0g/5y0g_cplx.pdb, 6.70
5yzd/5yzd_cplx.pdb, 6.70
6c8p/6c8p_cplx.pdb, 6.70
6ciy/6ciy_cplx.pdb, 6.70
6d28/6d28_cplx.pdb, 6.70
6e4w/6e4w_cplx.pdb, 6.70
6ebe/6ebe_cplx.pdb, 6.70
6eda/6eda_cplx.pdb, 6.70
6f2n/6f2n_cplx.pdb, 6.70
6ftn/6ftn_cplx.pdb, 6.70
6fyi/6fyi_cplx.pdb, 6.70
6g5j/6g5j_cplx.pdb, 6.70
6nao/6nao_cplx.pdb, 6.70
1w82/1w82_cplx.pdb, 6.71
2f94/2f94_cplx.pdb, 6.71
4cd5/4cd5_cplx.pdb, 6.71
4jrg/4jrg_cplx.pdb, 6.71
4og6/4og6_cplx.pdb, 6.71
4pvy/4pvy_cplx.pdb, 6.71
5kls/5kls_cplx.pdb, 6.71
5odx/5odx_cplx.pdb, 6.71
5op4/5op4_cplx.pdb, 6.71
5tt3/5tt3_cplx.pdb, 6.71
5u2f/5u2f_cplx.pdb, 6.71
5z89/5z89_cplx.pdb, 6.71
6bvb/6bvb_cplx.pdb, 6.71
6ee2/6ee2_cplx.pdb, 6.71
6ghh/6ghh_cplx.pdb, 6.71
6gi6/6gi6_cplx.pdb, 6.71
1n4m/1n4m_cplx.pdb, 6.72
1ov3/1ov3_cplx.pdb, 6.72
1rbp/1rbp_cplx.pdb, 6.72
2f3f/2f3f_cplx.pdb, 6.72
2jdu/2jdu_cplx.pdb, 6.72
2pjl/2pjl_cplx.pdb, 6.72
2rt5/2rt5_cplx.pdb, 6.72
2vpn/2vpn_cplx.pdb, 6.72
2w3o/2w3o_cplx.pdb, 6.72
2x8i/2x8i_cplx.pdb, 6.72
2xc0/2xc0_cplx.pdb, 6.72
2xne/2xne_cplx.pdb, 6.72
2zz6/2zz6_cplx.pdb, 6.72
3aqt/3aqt_cplx.pdb, 6.72
3bm9/3bm9_cplx.pdb, 6.72
3bxz/3bxz_cplx.pdb, 6.72
3diw/3diw_cplx.pdb, 6.72
3fun/3fun_cplx.pdb, 6.72
3g7l/3g7l_cplx.pdb, 6.72
3gst/3gst_cplx.pdb, 6.72
3kyr/3kyr_cplx.pdb, 6.72
3l4v/3l4v_cplx.pdb, 6.72
3l4z/3l4z_cplx.pdb, 6.72
4bb4/4bb4_cplx.pdb, 6.72
4djv/4djv_cplx.pdb, 6.72
4dv9/4dv9_cplx.pdb, 6.72
4dvi/4dvi_cplx.pdb, 6.72
4flp/4flp_cplx.pdb, 6.72
4h58/4h58_cplx.pdb, 6.72
4i73/4i73_cplx.pdb, 6.72
4i74/4i74_cplx.pdb, 6.72
4lwc/4lwc_cplx.pdb, 6.72
4o0a/4o0a_cplx.pdb, 6.72
4q4e/4q4e_cplx.pdb, 6.72
4raq/4raq_cplx.pdb, 6.72
4uia/4uia_cplx.pdb, 6.72
4xv9/4xv9_cplx.pdb, 6.72
5e1m/5e1m_cplx.pdb, 6.72
5fwg/5fwg_cplx.pdb, 6.72
5izk/5izk_cplx.pdb, 6.72
5j1w/5j1w_cplx.pdb, 6.72
